setName,cardNumber,cardName,rarity,pullRate,costPerPull,specificCardPullRate,isChase,isPromo,isPokemon,pokemonPopularity,priceOnRelease,ebaySoldVolumeFrom2026,ebay_listingCount,ebay_listingCount7d,ebay_listingCount30d,ebay_listingCount90d,ebay_medianPrice,ebay_meanPrice,ebay_minPrice,ebay_maxPrice,ebay_priceStdDev,ebay_priceP10,ebay_priceP25,ebay_priceP50,ebay_priceP75,ebay_priceP90,ebay_medianPrice7d,ebay_medianPrice30d,ebay_medianPrice90d,ebay_listingVelocity7d,ebay_listingVelocity30d,ebay_listingVelocity90d,ebay_recentListingRatio7d,ebay_recentListingRatio30d,ebay_recentListingRatio90d,ebay_medianListingAgeDays,ebay_meanListingAgeDays,ebay_marketIndex,ebay_marketStatus,ebay_mic_liquidityScore,ebay_mic_momentumScore,ebay_mic_stabilityScore,ebay_mic_freshnessScore
Paldean Fates,239,Penny,Special Illustration Rare,0.017241379310344827,10871.52,0.0021551724137931034,False,False,False,0.0,15.04,11,159,20,61,111,23.56,24.8786,4.5,50.0,8.0118,17.982,19.58,23.56,28.995,35.0,18.99,20.0,21.0,2.8571,2.0333,1.2333,0.1258,0.3836,0.6981,42.9553,103.2208,44.4,Stable,36.79,40.43,67.8,38.36
Paldean Fates,240,Wo-Chien ex,Hyper Rare,0.016129032258064516,8715.960000000001,0.0026881720430107525,False,False,True,0.446,5.58,3,124,6,32,73,8.94,9.6773,4.0,19.0,3.141,6.993,7.99,8.94,10.505,14.99,8.99,8.99,8.43,0.8571,1.0667,0.8111,0.0484,0.2581,0.5887,73.8424,195.9334,40.37,Stable,15.7,56.64,67.54,25.81
Paldean Fates,241,Chi-Yu ex,Hyper Rare,0.016129032258064516,8715.960000000001,0.0026881720430107525,False,False,True,0.524,5.57,8,104,17,46,71,14.0,14.7432,8.0,28.0,3.7931,10.0,12.4375,14.0,15.99,20.0,14.99,14.0,13.99,2.4286,1.5333,0.7889,0.1635,0.4423,0.6827,41.078,177.1488,47.29,Stable,21.5,57.15,74.27,44.23
Paldean Fates,242,Chien-Pao ex,Hyper Rare,0.016129032258064516,8715.960000000001,0.0026881720430107525,False,False,True,0.585,6.53,5,170,19,53,94,12.0,12.6039,6.33,25.0,3.7192,9.0,10.0,12.0,14.4675,18.086,11.99,11.99,12.0,2.7143,1.7667,1.0444,0.1118,0.3118,0.5529,66.5555,207.4915,44.37,Stable,30.21,49.92,70.49,31.18
Paldean Fates,243,Miraidon ex,Hyper Rare,0.016129032258064516,8715.960000000001,0.0026881720430107525,False,False,True,0.63,10.54,14,129,10,45,81,16.99,17.1948,5.0,30.25,4.5304,11.842,14.5,16.99,19.99,21.75,14.995,17.5,18.0,1.4286,1.5,0.9,0.0775,0.3488,0.6279,51.3947,153.0687,38.75,Cooling,23.51,33.31,73.65,34.88
Paldean Fates,244,Ting-Lu ex,Hyper Rare,0.016129032258064516,8715.960000000001,0.0026881720430107525,False,False,True,0.36200000000000004,5.01,5,152,11,37,70,7.555,8.14,3.33,15.99,2.5378,5.619,6.0,7.555,9.48,11.441,7.99,7.99,7.61,1.5714,1.2333,0.7778,0.0724,0.2434,0.4605,107.928,225.1001,40.18,Stable,16.82,54.99,68.82,24.34
Paldean Fates,245,Koraidon ex,Hyper Rare,0.016129032258064516,8715.960000000001,0.0026881720430107525,False,False,True,0.609,8.49,6,114,12,39,68,14.6,15.8283,6.5,30.0,5.0864,10.65,12.99,14.6,16.99,24.997,13.995,14.59,14.99,1.7143,1.3,0.7556,0.1053,0.3421,0.5965,68.3167,170.6326,38.55,Cooling,17.09,43.36,67.87,34.21
Temporal Forces,163,Shiftry,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.47200000000000003,6.15,8,200,24,87,137,14.5,15.1158,2.5,30.0,5.0984,9.99,11.9975,14.5,16.99,21.406,13.635,14.44,14.5,3.4286,2.9,1.5222,0.12,0.435,0.685,41.3425,121.7625,49.58,Stable,48.06,44.03,66.27,43.5
Temporal Forces,164,Grotle,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.47200000000000003,8.49,20,94,16,47,71,20.99,22.6434,9.99,43.51,6.563,16.051,18.1375,20.99,25.2775,29.99,19.49,20.0,20.0,2.2857,1.5667,0.7889,0.1702,0.5,0.7553,30.2447,100.2863,45.01,Stable,21.91,47.45,71.02,50.0
Temporal Forces,165,Deerling,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.489,19.78,21,180,27,83,145,45.995,48.1073,12.0,95.0,13.3637,36.98,40.765,45.995,52.9525,60.482,44.99,45.0,45.93,3.8571,2.7667,1.6111,0.15,0.4611,0.8056,34.9445,73.4666,52.48,Stable,48.11,47.95,72.22,46.11
Temporal Forces,166,Sawsbuck,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.493,24.6,16,152,29,71,122,60.255,62.6697,1.36,123.0,20.4071,43.658,54.9975,60.255,69.9925,80.0,58.99,60.0,60.78,4.1429,2.3667,1.3556,0.1908,0.4671,0.8026,34.8075,69.7232,49.56,Stable,42.06,47.05,67.44,46.71
Temporal Forces,167,Litten,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.701,17.5,19,144,23,74,122,42.975,45.0573,1.75,88.88,13.8469,33.11,39.7925,42.975,48.6925,63.158,41.89,41.42,42.065,3.2857,2.4667,1.3556,0.1597,0.5139,0.8472,28.5849,64.1193,51.85,Stable,42.81,49.58,69.27,51.39
Temporal Forces,168,Snom,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.61,6.63,10,164,21,80,138,18.5,18.5235,6.54,35.0,4.3643,13.0,16.0,18.5,20.0,24.564,18.0,18.245,18.735,3.0,2.6667,1.5333,0.128,0.4878,0.8415,30.7242,82.1942,52.86,Stable,46.65,46.08,76.44,48.78
Temporal Forces,169,Charjabug,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.456,4.28,5,160,24,68,99,9.965,9.8778,3.44,20.0,3.526,5.0,7.99,9.965,11.99,14.024,10.0,10.0,10.0,3.4286,2.2667,1.1,0.15,0.425,0.6188,49.0906,152.8821,47.41,Stable,36.83,50.0,64.3,42.5
Temporal Forces,170,Bronzor,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.359,5.37,10,218,16,59,116,10.0,10.5737,4.5,20.08,3.86,5.675,8.0,10.0,12.43,15.65,10.935,10.85,10.0,2.2857,1.9667,1.2889,0.0734,0.2706,0.5321,76.1013,181.3486,47.01,Stable,36.99,59.35,63.49,27.06
Temporal Forces,171,Reuniclus,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.599,8.48,14,116,16,58,96,18.99,20.488,0.99,40.0,7.3161,13.5,15.6,18.99,24.2475,31.99,17.12,17.995,18.75,2.2857,1.9333,1.0667,0.1379,0.5,0.8276,29.1765,82.7874,45.08,Stable,32.77,41.31,64.29,50.0
Temporal Forces,172,Cutiefly,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.506,4.32,4,192,13,70,136,9.99,10.1974,3.79,20.0,3.4021,5.0,8.0,9.99,12.0,14.756,10.49,10.125,10.415,1.8571,2.3333,1.5111,0.0677,0.3646,0.7083,46.7092,107.6464,48.98,Stable,43.82,50.72,66.64,36.46
Temporal Forces,173,Relicanth,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.409,6.68,14,144,15,54,88,12.14,12.3709,1.0,25.37,4.479,6.822,9.5325,12.14,14.9925,18.0,12.0,13.295,12.89,2.1429,1.8,0.9778,0.1042,0.375,0.6111,56.2184,167.566,41.86,Stable,28.91,43.1,63.79,37.5
Temporal Forces,174,Excadrill,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.597,5.28,9,112,9,40,78,13.04,13.1213,1.0,27.99,3.9609,8.0,10.745,13.04,15.99,17.315,14.99,13.995,14.0,1.2857,1.3333,0.8667,0.0804,0.3571,0.6964,47.959,158.4894,44.26,Stable,20.1,57.07,69.81,35.71
Temporal Forces,175,Mudsdale,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.49,4.04,7,120,15,55,89,11.995,12.0483,3.0,23.0,3.552,7.99,9.99,11.995,14.0,16.041,12.99,12.49,12.09,2.1429,1.8333,0.9889,0.125,0.4583,0.7417,34.8209,104.8564,49.46,Stable,29.85,57.44,70.52,45.83
Temporal Forces,176,Arbok,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.53,12.66,23,128,18,65,111,35.0,36.2486,14.01,69.99,8.7552,28.273,30.805,35.0,39.99,44.993,32.955,33.99,35.0,2.5714,2.1667,1.2333,0.1406,0.5078,0.8672,29.1676,83.4537,50.07,Stable,38.34,44.16,75.85,50.78
Temporal Forces,177,Gastly,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,True,False,True,0.599,47.57,64,246,40,129,199,120.0,120.1653,5.0,249.99,40.8567,93.41,105.0,120.0,137.5775,161.78,114.495,111.0,119.76,5.7143,4.3,2.2111,0.1626,0.5244,0.8089,27.0581,62.7936,55.44,Stable,60.25,45.6,66.0,52.44
Temporal Forces,178,Metagross,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.696,17.57,26,143,19,60,103,44.99,46.2352,12.0,84.27,12.4797,35.0,38.55,44.99,50.0,62.798,38.32,39.995,40.0,2.7143,2.0,1.1444,0.1329,0.4196,0.7203,40.5831,121.3874,47.2,Stable,34.89,45.8,73.01,41.96
Temporal Forces,179,Meltan,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.49700000000000005,4.23,8,185,24,64,112,7.83,8.0357,2.8,15.0,2.5002,5.168,6.39,7.83,9.52,10.996,8.055,7.995,7.99,3.4286,2.1333,1.2444,0.1297,0.3459,0.6054,58.5459,177.9772,47.38,Stable,38.13,50.81,68.89,34.59
Temporal Forces,180,Lickitung,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.455,9.38,33,133,13,58,112,34.99,35.4977,4.99,70.0,10.5513,26.72,30.0,34.99,39.99,47.168,30.5,34.905,34.945,1.8571,1.9333,1.2444,0.0977,0.4361,0.8421,35.9135,83.9843,44.76,Stable,36.01,37.28,70.28,43.61
Temporal Forces,181,Chatot,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.47200000000000003,5.14,12,196,23,79,132,13.99,14.4562,7.99,28.99,4.1417,10.0,12.0,13.99,15.475,20.0,12.99,13.99,14.0,3.2857,2.6333,1.4667,0.1173,0.4031,0.6735,46.0709,113.3086,48.86,Stable,45.64,42.79,71.35,40.31
Temporal Forces,182,Minccino,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.556,8.39,10,148,27,71,122,29.25,30.4878,0.99,59.0,10.2382,22.0,25.0,29.25,34.9925,42.929,27.0,28.83,29.06,3.8571,2.3667,1.3556,0.1824,0.4797,0.8243,31.4406,82.5732,48.37,Stable,42.06,42.91,66.42,47.97
Temporal Forces,183,Cinccino,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.604,12.07,42,122,21,68,114,45.995,48.381,18.9,90.0,12.2454,35.0,40.0,45.995,53.7425,61.514,43.0,43.3,45.22,3.0,2.2667,1.2667,0.1721,0.5574,0.9344,25.2298,49.4655,51.61,Stable,39.98,45.09,74.69,55.74
Temporal Forces,184,Drampa,Illustration Rare,0.07692307692307693,3286.14,0.0034965034965034965,False,False,True,0.522,9.01,24,148,18,79,130,34.08,34.9395,12.0,62.0,8.7978,27.428,29.5175,34.08,39.78,45.0,29.955,30.0,31.94,2.5714,2.6333,1.4444,0.1216,0.5338,0.8784,25.5817,62.5044,52.37,Stable,45.3,43.79,74.82,53.38
Temporal Forces,185,Torterra ex,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,True,0.708,3.23,11,178,21,63,98,5.99,6.2089,3.0,12.0,1.5816,4.497,5.0,5.99,7.0,8.502,5.99,5.99,5.99,3.0,2.1,1.0889,0.118,0.3539,0.5506,71.0115,185.3631,47.4,Stable,34.73,50.0,74.53,35.39
Temporal Forces,186,Iron Leaves ex,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,True,0.461,2.07,2,587,26,104,219,3.3,3.5279,0.99,7.0,1.2211,2.0,2.5,3.3,4.24,5.0,2.99,3.0,3.0,3.7143,3.4667,2.4333,0.0443,0.1772,0.3731,151.9769,247.6533,48.95,Stable,58.08,49.67,65.39,17.72
Temporal Forces,187,Incineroar ex,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,True,0.617,2.42,7,292,13,68,126,4.395,4.5085,1.99,8.16,1.3914,2.99,3.4875,4.395,5.0,6.79,3.95,4.0,4.095,1.8571,2.2667,1.4,0.0445,0.2329,0.4315,108.4911,224.4108,44.99,Stable,41.88,46.46,69.14,23.29
Temporal Forces,188,Gouging Fire ex,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,True,0.485,2.16,7,346,17,77,149,4.0,4.3642,0.99,8.88,1.3813,2.9,3.39,4.0,5.0,6.065,4.28,3.99,3.99,2.4286,2.5667,1.6556,0.0491,0.2225,0.4306,131.5287,238.071,49.42,Stable,47.08,57.27,68.35,22.25
Temporal Forces,189,Walking Wake ex,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,True,0.601,1.54,2,520,28,103,200,3.255,3.5299,0.99,7.11,1.2596,2.02,2.5,3.255,4.0825,5.004,3.325,3.0,3.0,4.0,3.4333,2.2222,0.0538,0.1981,0.3846,137.6935,244.426,51.96,Stable,56.3,60.83,64.32,19.81
Temporal Forces,190,Wugtrio ex,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,True,0.40299999999999997,1.37,1,324,17,70,137,2.99,3.1335,1.25,6.0,1.1132,1.99,2.15,2.99,3.87,4.99,2.9,2.99,2.99,2.4286,2.3333,1.5222,0.0525,0.216,0.4228,121.0715,220.1303,44.51,Stable,44.0,46.99,64.47,21.6
Temporal Forces,191,Iron Crown ex,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,True,0.43,1.63,4,550,28,107,231,3.0,3.3523,0.91,6.82,1.1658,2.0,2.49,3.0,3.99,5.0,3.05,3.0,2.99,4.0,3.5667,2.5667,0.0509,0.1945,0.42,132.566,217.3313,50.39,Stable,59.52,52.01,65.22,19.45
Temporal Forces,192,Iron Boulder ex,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,True,0.34600000000000003,1.26,1,519,25,90,188,2.99,3.0383,0.99,5.95,1.1175,1.836,2.0,2.99,3.94,4.88,2.84,2.99,2.915,3.5714,3.0,2.0889,0.0482,0.1734,0.3622,160.7203,257.5129,46.34,Stable,53.33,47.43,63.22,17.34
Temporal Forces,193,Gengar ex,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,True,0.746,27.58,65,237,39,107,197,74.99,77.9054,12.0,150.69,23.2273,57.996,62.0,74.99,85.0,108.34,67.0,67.0,70.0,5.5714,3.5667,2.1889,0.1646,0.4515,0.8312,37.5707,72.0753,53.77,Stable,56.62,45.71,70.19,45.15
Temporal Forces,194,Farigiraf ex,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,True,0.49700000000000005,2.26,2,323,15,73,138,3.63,3.7969,1.49,7.5,1.2338,2.49,2.915,3.63,4.49,5.24,3.49,3.49,3.595,2.1429,2.4333,1.5333,0.0464,0.226,0.4272,110.523,211.3629,45.66,Stable,45.05,47.08,67.51,22.6
Temporal Forces,195,Scizor ex,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,True,0.7170000000000001,2.77,11,227,15,54,106,4.99,5.247,2.88,10.03,1.557,3.5,4.0,4.99,5.99,7.494,4.5,4.99,4.99,2.1429,1.8,1.1778,0.0661,0.2379,0.467,115.7352,221.423,40.87,Stable,33.32,40.18,70.33,23.79
Temporal Forces,196,Raging Bolt ex,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,True,0.493,5.3,4,378,20,87,169,6.0,6.5581,2.0,13.0,2.0835,4.141,5.0,6.0,7.99,9.99,5.155,5.0,5.49,2.8571,2.9,1.8778,0.0529,0.2302,0.4471,108.5869,224.2322,46.88,Stable,51.53,43.9,68.23,23.02
Temporal Forces,197,Bianca's Devotion,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,False,0.0,2.76,5,341,13,57,131,4.49,4.7161,2.1,9.88,1.5173,3.0,3.59,4.49,5.44,6.99,3.99,4.0,4.29,1.8571,1.9,1.4556,0.0381,0.1672,0.3842,138.6317,247.8568,41.44,Stable,38.77,43.01,67.83,16.72
Temporal Forces,198,Ciphermaniac's Codebreaking,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,False,0.0,5.13,2,292,22,77,146,8.77,8.9072,1.0,17.95,3.0025,5.0,6.99,8.77,10.0,13.185,7.99,9.06,9.0,3.1429,2.5667,1.6222,0.0753,0.2637,0.5,89.9806,219.174,44.2,Stable,46.78,38.78,66.29,26.37
Temporal Forces,199,Eri,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,False,0.0,2.2,4,336,20,73,130,4.49,4.7344,1.98,9.95,1.6132,3.0,3.5,4.49,5.49,6.99,3.99,4.0,3.995,2.8571,2.4333,1.4444,0.0595,0.2173,0.3869,137.2659,247.8862,45.67,Stable,43.91,49.87,65.93,21.73
Temporal Forces,200,Explorer's Guidance,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,False,0.0,1.56,2,469,17,83,212,3.0,3.4072,0.99,6.8,1.1512,2.0,2.49,3.0,3.99,4.992,3.0,3.0,3.0,2.4286,2.7667,2.3556,0.0362,0.177,0.452,104.6137,216.7718,48.01,Stable,54.11,50.0,66.21,17.7
Temporal Forces,201,Morty's Conviction,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,False,0.0,1.83,3,333,14,80,155,4.99,4.9533,1.69,9.53,1.4424,3.49,3.99,4.99,5.99,6.99,4.25,4.61,4.99,2.0,2.6667,1.7222,0.042,0.2402,0.4655,102.5426,219.9106,44.09,Stable,48.52,35.17,70.88,24.02
Temporal Forces,202,Salvatore,Ultra Rare,0.06666666666666667,3102.3,0.003703703703703704,False,False,False,0.0,1.33,3,316,21,86,167,4.975,4.8028,0.99,9.98,1.6385,2.82,3.955,4.975,5.6825,6.99,4.99,4.99,5.0,3.0,2.8667,1.8556,0.0665,0.2722,0.5285,76.5388,209.969,48.91,Stable,51.16,49.8,65.88,27.22
Temporal Forces,203,Iron Leaves ex,Special Illustration Rare,0.011627906976744186,9881.4,0.0011627906976744186,False,False,True,0.461,26.62,19,136,18,51,79,42.0,45.2892,12.0,89.99,14.7059,29.995,36.99,42.0,52.3825,64.995,37.45,39.12,40.0,2.5714,1.7,0.8778,0.1324,0.375,0.5809,59.3987,179.9352,41.77,Stable,25.58,43.63,67.53,37.5
Temporal Forces,204,Gouging Fire ex,Special Illustration Rare,0.011627906976744186,9881.4,0.0011627906976744186,True,False,True,0.485,36.16,68,111,20,61,87,59.99,63.1799,12.0,125.0,21.1345,49.45,55.0,59.99,69.995,100.0,55.495,58.99,59.95,2.8571,2.0333,0.9667,0.1802,0.5495,0.7838,24.7885,108.1385,46.4,Stable,31.1,42.57,66.55,54.95
Temporal Forces,205,Walking Wake ex,Special Illustration Rare,0.011627906976744186,9881.4,0.0011627906976744186,True,False,True,0.601,37.71,15,106,15,48,76,61.415,66.6267,12.0,129.35,22.7502,50.0,54.99,61.415,79.0,101.975,55.0,59.99,60.0,2.1429,1.6,0.8444,0.1415,0.4528,0.717,33.9223,125.4002,41.72,Stable,23.32,41.67,65.85,45.28
Temporal Forces,206,Iron Crown ex,Special Illustration Rare,0.011627906976744186,9881.4,0.0011627906976744186,True,False,True,0.43,46.54,26,144,15,58,89,61.34,67.4132,2.2,135.0,23.6891,50.846,56.4175,61.34,75.0,100.0,60.0,60.0,60.0,2.1429,1.9333,0.9889,0.1042,0.4028,0.6181,49.9843,165.073,45.29,Stable,30.88,50.0,64.86,40.28
Temporal Forces,207,Iron Boulder ex,Special Illustration Rare,0.011627906976744186,9881.4,0.0011627906976744186,False,False,True,0.34600000000000003,17.59,13,145,20,49,85,29.99,31.7705,12.0,61.34,9.7724,22.0,25.0,29.99,35.0,44.924,26.535,28.99,29.52,2.8571,1.6333,0.9444,0.1379,0.3379,0.5862,62.4028,159.6109,40.3,Stable,25.76,39.89,69.24,33.79
Temporal Forces,208,Raging Bolt ex,Special Illustration Rare,0.011627906976744186,9881.4,0.0011627906976744186,True,False,True,0.493,69.36,46,153,17,57,91,84.99,94.983,12.0,199.98,35.3677,67.752,74.96,84.99,122.68,141.982,74.63,75.0,75.35,2.4286,1.9,1.0111,0.1111,0.3725,0.5948,50.6422,164.0885,44.03,Stable,31.04,49.04,62.76,37.25
Temporal Forces,209,Bianca's Devotion,Special Illustration Rare,0.011627906976744186,9881.4,0.0011627906976744186,False,False,False,0.0,19.53,5,91,11,40,59,35.82,42.2387,3.12,82.99,15.4569,28.0,30.0,35.82,54.69,68.09,30.0,30.5,32.0,1.5714,1.3333,0.6556,0.1209,0.4396,0.6484,34.5352,163.5282,39.24,Cooling,15.47,43.75,63.41,43.96
Temporal Forces,210,Eri,Special Illustration Rare,0.011627906976744186,9881.4,0.0011627906976744186,False,False,False,0.0,16.08,4,92,10,38,54,24.99,26.0649,1.49,49.99,8.7658,17.991,19.99,24.99,31.1225,36.225,19.495,20.0,20.0,1.4286,1.2667,0.6,0.1087,0.413,0.587,37.3499,192.6851,39.75,Cooling,13.26,47.48,66.37,41.3
Temporal Forces,211,Morty's Conviction,Special Illustration Rare,0.011627906976744186,9881.4,0.0011627906976744186,True,False,False,0.0,41.57,24,92,14,46,83,88.205,92.6925,15.17,175.0,28.6541,70.0,75.0,88.205,99.9925,139.746,74.775,79.99,84.99,2.0,1.5333,0.9222,0.1522,0.5,0.9022,30.1999,52.9309,42.49,Stable,24.26,37.98,69.09,50.0
Temporal Forces,212,Salvatore,Special Illustration Rare,0.011627906976744186,9881.4,0.0011627906976744186,False,False,False,0.0,8.22,10,57,12,33,50,24.99,26.6332,7.0,50.0,9.1875,18.0,19.99,24.99,31.17,39.0,22.495,22.0,23.395,1.7143,1.1,0.5556,0.2105,0.5789,0.8772,23.0169,70.669,41.69,Stable,10.57,46.15,65.5,57.89
Temporal Forces,213,Iron Leaves ex,Hyper Rare,0.007194244604316547,9582.659999999998,0.0011990407673860913,False,False,True,0.461,8.45,6,181,3,29,77,9.99,10.6734,4.0,20.0,3.166,7.6,8.5,9.99,12.0,15.0,9.02,9.5,9.85,0.4286,0.9667,0.8556,0.0166,0.1602,0.4254,126.5817,224.4668,34.3,Cooling,15.2,41.57,70.34,16.02
Temporal Forces,214,Gouging Fire ex,Hyper Rare,0.007194244604316547,9582.659999999998,0.0011990407673860913,False,False,True,0.485,13.56,6,102,5,37,60,16.99,17.6011,9.5,32.55,4.6589,13.99,15.0,16.99,19.99,21.34,16.96,17.0,16.99,0.7143,1.2333,0.6667,0.049,0.3627,0.5882,56.3974,199.7354,41.17,Stable,14.19,49.82,73.53,36.27
Temporal Forces,215,Walking Wake ex,Hyper Rare,0.007194244604316547,9582.659999999998,0.0011990407673860913,False,False,True,0.601,8.95,6,132,5,33,59,13.15,14.5239,8.0,29.0,4.1905,9.99,11.7575,13.15,16.99,20.0,13.0,12.5,12.99,0.7143,1.1,0.6556,0.0379,0.25,0.447,121.539,245.1353,38.02,Cooling,12.55,50.08,71.15,25.0
Temporal Forces,216,Iron Crown ex,Hyper Rare,0.007194244604316547,9582.659999999998,0.0011990407673860913,False,False,True,0.43,8.31,4,162,7,35,74,11.0,12.203,5.99,23.16,3.7033,8.491,9.175,11.0,15.0,17.449,9.42,10.07,10.11,1.0,1.1667,0.8222,0.0432,0.216,0.4568,123.4291,226.955,36.24,Cooling,16.8,43.18,69.65,21.6
Temporal Forces,217,Iron Boulder ex,Hyper Rare,0.007194244604316547,9582.659999999998,0.0011990407673860913,False,False,True,0.34600000000000003,7.6,3,139,6,27,58,10.0,10.9473,5.99,20.0,3.5075,7.49,8.27,10.0,12.99,16.36,9.045,9.99,9.99,0.8571,0.9,0.6444,0.0432,0.1942,0.4173,115.9707,225.2521,32.49,Cooling,9.49,40.54,67.96,19.42
Temporal Forces,218,Raging Bolt ex,Hyper Rare,0.007194244604316547,9582.659999999998,0.0011990407673860913,False,False,True,0.493,14.57,4,154,11,44,77,15.0,16.2306,6.65,30.0,4.4982,11.5,13.0,15.0,19.9875,22.35,12.75,13.97,14.25,1.5714,1.4667,0.8556,0.0714,0.2857,0.5,91.0896,208.3168,38.61,Cooling,21.98,39.47,72.29,28.57
Twilight Masquerade,023,Sinistcha ex,Double Rare,0.16666666666666666,738.3599999999999,0.011904761904761904,False,False,True,0.405,0.65,0,933,50,238,499,1.99,1.9687,0.72,3.97,0.6313,1.0,1.49,1.99,2.49,2.99,1.99,1.99,1.99,7.1429,7.9333,5.5444,0.0536,0.2551,0.5348,80.5364,160.2149,59.62,Stable,86.42,50.0,67.93,25.51
Twilight Masquerade,025,Teal Mask Ogerpon ex,Double Rare,0.16666666666666666,738.3599999999999,0.011904761904761904,False,False,True,0.562,1.94,2,901,70,274,542,4.5,4.746,0.99,9.89,1.6244,2.99,3.5,4.5,5.69,7.0,3.99,3.99,4.215,10.0,9.1333,6.0222,0.0777,0.3041,0.6016,61.4093,161.9244,60.08,Rising,91.49,44.66,65.77,30.41
Twilight Masquerade,029,Magcargo ex,Double Rare,0.16666666666666666,738.3599999999999,0.011904761904761904,False,False,True,0.52,0.53,0,942,48,252,514,1.99,1.9778,0.72,3.97,0.6114,1.0,1.5,1.99,2.49,2.95,1.995,2.0,1.99,6.8571,8.4,5.7111,0.051,0.2675,0.5456,77.6384,159.1716,60.76,Rising,88.38,50.25,69.09,26.75
Twilight Masquerade,040,Hearthflame Mask Ogerpon ex,Double Rare,0.16666666666666666,738.3599999999999,0.011904761904761904,False,False,True,0.562,0.72,0,925,61,256,497,1.99,1.9645,0.91,3.95,0.5866,1.0,1.5,1.99,2.49,2.7,1.99,1.99,1.99,8.7143,8.5333,5.5222,0.0659,0.2768,0.5373,75.8518,157.1501,60.91,Rising,87.81,50.0,70.14,27.68
Twilight Masquerade,061,Palafin ex,Double Rare,0.16666666666666666,738.3599999999999,0.011904761904761904,False,False,True,0.485,0.68,0,933,43,214,473,1.99,1.9983,0.72,3.95,0.6255,1.0,1.5,1.99,2.49,2.99,1.99,1.99,1.99,6.1429,7.1333,5.2556,0.0461,0.2294,0.507,87.504,170.0413,58.43,Stable,83.68,50.0,68.7,22.94
Twilight Masquerade,064,Wellspring Mask Ogerpon ex,Double Rare,0.16666666666666666,738.3599999999999,0.011904761904761904,False,False,True,0.562,0.93,0,942,60,259,541,2.0,2.1616,0.91,4.0,0.6716,1.25,1.79,2.0,2.5,2.99,1.99,1.99,2.0,8.5714,8.6333,6.0111,0.0637,0.2749,0.5743,70.4725,124.4325,61.12,Rising,89.96,49.5,68.93,27.49
Twilight Masquerade,068,Luxray ex,Double Rare,0.16666666666666666,738.3599999999999,0.011904761904761904,False,False,True,0.746,0.59,0,929,53,248,511,1.99,2.0322,0.72,3.95,0.6044,1.116,1.59,1.99,2.49,2.95,1.99,1.99,1.99,7.5714,8.2667,5.6778,0.0571,0.267,0.5501,77.3731,152.5503,60.75,Rising,87.86,50.0,70.26,26.7
